Altura (m),Idade,Sexo,Velocidade média (m/s),Cadência,Comprimento médio passada,Erro absoluto médio do comprimento de passo em metros,Desvio padrão comprimento passo medido em metros,Desvio padrão do erro de comprimento de passo em metros,Largura da passada,Erro largura da passada,Desvio padrão largura da passada,Comprimento médio de meio passo em metros,Erro absoluto médio do meio comprimento de passo em metros,Desvio padrão do comprimento médio de meio passo em metros,Desvio padrão do erro de comprimento de meio passo em metros,Comprimento do Swing em metros,Erro absoluto médio do swing em metros,Desvio padrão do swing em metros,Desvio padrão do erro de swing em metros,Comprimento do Stance em metros,Erro absoluto médio do stance em metros,Desvio padrão do stance em metros,Desvio padrão do erro de stance em metros,Distância inicial do pé em metros,Desvio padrão da distância inicial entre os pés,Ângulo médio de abertura das pernas durante a caminhada (°),Desvio padrão do ângulo médio dos passos em graus,Número de amostras do ângulo,Ângulo médio da coxa do joelho esquerdo,Desvio padrão do ângulo  médio da coxa do joelho esquerdo,Ângulo médio de flexão do joelho esquerdo,Desvio padrão do ângulo de flexão do joelho esquerdo,Ângulo médio de flexão do joelho direito,Desvio padrão do ângulo de flexão do joelho direito,Ângulo extensão do quadril (°),Desvio padrão do ângulo de extensão do quadril (°),Simetria do comprimento de passo,Desvio padrão da simetria do comprimento de passo,Movimento
1.8100,20.00,0,1.5399,76.7501,1.0193,0.1615,0.1615, 0.11,0.2105,-0.0355,0.1555,0.5181,0.1581,0.1407,0.1115, 0.5823,0.2323,0.1639,0.1639,0.5899,0.2199,0.1920 ,0.1913,0.1750, 0.0875,16.0070,10.2291,150,1.4238890368254093,52.31929296226228,13.503734721862742,13.381544599981853,13.745639921212522,15.097850277629409,-2.028670735271632,11.588020980200735,0.9701379420521349,0.33542468554840277,1
1.8100,20.00,0,1.5188,78.1927,1.0171,0.1581,0.1581, 0.11,0.2104,-0.0354,0.1571,0.5180,0.1580,0.1363,0.1098, 0.5818,0.2318,0.1562,0.1562,0.5764,0.2064,0.1885 ,0.1879,0.1750, 0.0875,15.7830,10.2429,166,0.5363903478396078,53.08186543619846,13.569041069209193,13.30140037520024,13.66414424824459,14.979701605078986,-1.9201393827017343,11.665796626245134,1.0086981505366512,0.3556933281547256,1
1.7650,20.00,0,1.2129,20.2617,0.9127,0.2755,0.2755, 0.22,0.1837,-0.0087,0.1646,0.4799,0.0349,0.3169,0.2372, 0.7320,0.3020,0.2683,0.2683,0.8679,0.4079,0.2288 ,0.2288,0.1750, 0.0875,12.8750,8.5633,55,12.223208101105117,47.803308274965104,11.603352912429763,11.562916536340188,11.391774858710642,11.101444402044562,-1.8738197575756927,11.389276701246242,0.4761525317259256,0.3867243795350099,1
1.7650,20.00,0,1.1838,22.1029,0.9289,0.1473,0.1473, 0.13,0.1713,0.0037,0.1411,0.4722,0.0272,0.2367,0.2014, 0.6471,0.2171,0.2499,0.2499,0.7279,0.2679,0.2723 ,0.2640,0.1750, 0.0875,13.2866,9.2517,118,8.329086866520765,49.2858616999465,12.767622786576677,12.554187014782855,11.91450919551426,11.753388415323682,-0.9747038125377331,10.716038333132762,0.7124549398460371,0.4178626304398388,1
1.7650,20.00,0,1.0636,17.1924,0.9217,0.0872,0.0872, 0.08,0.1727,0.0023,0.1307,0.4700,0.0250,0.1972,0.1749, 0.6010,0.1710,0.2308,0.2308,0.6628,0.2028,0.2616 ,0.2536,0.1750, 0.0875,12.3490,9.1013,237,5.40341376942411,49.92797753367802,11.781350331628275,12.204458763020606,12.388991300963562,11.914140232102996,-2.250121768748427,10.46798965510454,0.7926757799822104,0.3770865223444159,1
1.7650,20.00,0,1.4341,51.3729,0.8610,0.3516,0.3516, 0.27,0.2387,-0.0637,0.1865,0.4992,0.0542,0.3175,0.2232, 0.7366,0.3066,0.2634,0.2634,0.8874,0.4274,0.1951 ,0.1951,0.1750, 0.0875,11.4591,12.7486,22,5.012663926387735,43.2285096655661,14.157663100503795,12.403422677022998,16.852297939637204,17.130971902536142,-14.785802369388675,9.43770878873737,0.44372306003804324,0.34940272124292426,1
1.7650,20.00,0,1.4945,67.9532,0.9491,0.2376,0.2376, 0.18,0.2431,-0.0681,0.1577,0.5037,0.0587,0.2376,0.1872, 0.6516,0.2216,0.2466,0.2466,0.7706,0.3106,0.2295 ,0.2295,0.1750, 0.0875,13.3717,11.2192,40,-6.6304175042039,46.39498408230711,15.596354643366714,14.62445420247691,16.639521757321244,15.280580383384832,-4.597917974204916,14.756440615037723,0.6248899087981736,0.35023212061001346,1
1.7650,20.00,0,1.4501,72.3714,0.9700,0.1871,0.1871, 0.14,0.2356,-0.0606,0.1507,0.4991,0.0541,0.1979,0.1645, 0.6103,0.1803,0.2252,0.2252,0.7008,0.2408,0.2328 ,0.2328,0.1750, 0.0875,13.5537,10.5089,59,0.1269413441894524,51.379741759425464,17.18656921044652,15.610795150283511,14.76566013490298,14.318033654249902,-5.092097986837882,13.571751407908762,0.7294419963560868,0.33960061453249396,1
1.7650,20.00,0,1.4251,77.2047,0.9711,0.1629,0.1629, 0.13,0.2313,-0.0563,0.1553,0.4998,0.0548,0.1731,0.1466, 0.5901,0.1601,0.2056,0.2056,0.6595,0.1995,0.2239 ,0.2239,0.1750, 0.0875,13.4969,10.7623,76,3.4045517577340116,49.72830018811007,16.593779080439592,15.34490976954386,14.815347146696705,13.960587996203305,-3.7967078628377933,13.439129505172325,0.7961734266215236,0.3247237703680008,1
1.7650,20.00,0,1.3768,70.0449,0.9970,0.1342,0.1342, 0.10,0.2217,-0.0467,0.1548,0.5024,0.0574,0.1559,0.1329, 0.5761,0.1461,0.1902,0.1902,0.6365,0.1765,0.2109 ,0.2109,0.1750, 0.0875,13.3499,10.6572,107,-1.7981999667884856,46.78477675941241,14.063707219753873,14.092042525588163,15.766709638791184,14.448427674606615,-1.4117384783416216,13.43184273050792,0.8280506326228965,0.3014534991289673,1
1.7650,20.00,0,1.3980,72.3890,1.0002,0.1253,0.1253, 0.10,0.2284,-0.0534,0.1515,0.5035,0.0585,0.1430,0.1226, 0.5656,0.1356,0.1781,0.1781,0.6193,0.1593,0.1997 ,0.1997,0.1750, 0.0875,13.8358,10.5309,125,-0.9460454592294201,48.03310867801253,14.110157252978436,13.84677528728738,15.161490523626256,14.10515400712121,-2.472072776824081,13.347454567427668,0.850548298069359,0.28263739318763353,1
1.7650,20.00,0,1.3888,72.5045,1.0015,0.1180,0.1180, 0.09,0.2239,-0.0489,0.1485,0.5038,0.0588,0.1332,0.1148, 0.5585,0.1285,0.1681,0.1681,0.6047,0.1447,0.1908 ,0.1908,0.1750, 0.0875,13.8777,10.3480,147,-2.977378943461431,48.81001416127254,13.39858944402876,13.490137406359569,14.905409980515817,13.797609844321533,-0.4703875296342041,13.548152462963685,0.8725105930352837,0.2710771694173599,1
1.7650,20.00,0,1.3690,74.4283,0.9986,0.1120,0.1120, 0.09,0.2222,-0.0472,0.1517,0.5005,0.0555,0.1254,0.1093, 0.5502,0.1202,0.1602,0.1602,0.5896,0.1296,0.1852 ,0.1834,0.1750, 0.0875,13.8333,10.4569,164,-2.1124195061355127,49.56606167090255,14.31279732447213,14.507853368795859,14.301314210704483,13.364952473850442,-1.8046079947505491,13.727562143434248,0.891368791762653,0.260332142047938,1
1.7700,40.00,0,1.7348,59.7514,0.8656,0.3539,0.3539, 0.25,0.2410,-0.0440,0.2428,0.5173,0.0903,0.3167,0.2007, 0.7683,0.3303,0.2318,0.2318,0.8783,0.4623,0.2107 ,0.2107,0.1970, 0.0985,14.5783,12.7634,19,39.27038593421691,41.124174874188185,23.673897920376476,13.937221757764943,15.528135497923444,13.132495887802065,-6.258957251665071,8.522959170871149,0.5243822217781594,0.4197803928553216,1
1.7700,40.00,0,1.6095,70.7452,0.9605,0.2578,0.2578, 0.17,0.2460,-0.0490,0.1944,0.5100,0.0830,0.2367,0.1769, 0.6728,0.2348,0.2325,0.2325,0.7589,0.3429,0.2413 ,0.2413,0.1970, 0.0985,15.5730,11.2338,38,12.601075853019717,50.69383088828436,19.029912948638238,14.329071828708024,13.60840012329067,9.94319695876759,0.7606817892670392,11.13872793017797,0.6859761066473676,0.3818787596912253,1
1.7700,40.00,0,1.4697,73.4006,0.9809,0.2026,0.2026, 0.14,0.2438,-0.0468,0.1725,0.4991,0.0721,0.1989,0.1606, 0.6172,0.1792,0.2232,0.2232,0.6939,0.2779,0.2386 ,0.2386,0.1970, 0.0985,14.9189,10.4408,57,7.083839597251691,51.71734009372863,16.240648202906716,16.086045670649398,15.24118177521162,12.947442302130021,-0.5011670407364343,10.145147897325215,0.7502382683915203,0.34129184073338326,1
1.7700,40.00,0,1.4418,74.1064,0.9632,0.1739,0.1739, 0.13,0.2297,-0.0327,0.1716,0.4926,0.0656,0.1748,0.1465, 0.5889,0.1509,0.2081,0.2081,0.6485,0.2325,0.2319 ,0.2319,0.1970, 0.0985,15.1877,10.9545,77,8.165722810700993,52.41763077518441,15.804698734670422,15.965548418649265,16.252586463393634,13.611843711340178,-0.43871982061583836,10.120469844953083,0.8097857370023825,0.32264555687761504,1
1.7700,40.00,0,1.3738,61.1708,0.9492,0.1311,0.1311, 0.11,0.2148,-0.0178,0.1494,0.4929,0.0659,0.1580,0.1340, 0.5769,0.1389,0.1924,0.1924,0.6190,0.2030,0.2218 ,0.2218,0.1970, 0.0985,14.4208,10.4963,119,1.729451967568967,51.93392773547996,15.993194608356877,14.463034865657985,16.084327229783234,13.087994162481825,0.058978948162737695,9.661331644870177,0.8624070274346193,0.31547806510993337,1
1.7700,40.00,0,1.3669,64.4963,0.9537,0.1203,0.1203, 0.10,0.2162,-0.0192,0.1475,0.4879,0.0609,0.1455,0.1259, 0.5603,0.1223,0.1829,0.1829,0.5966,0.1806,0.2127 ,0.2127,0.1970, 0.0985,14.4485,10.2611,138,0.48843616619760016,52.31907524583934,15.895665361486019,14.389216063058898,16.476568349026632,14.22310593343832,-0.9378209716390543,9.959046758059964,0.8830707808412457,0.29422269544359936,1
1.7700,40.00,0,1.3632,64.8931,0.9511,0.1109,0.1109, 0.09,0.2145,-0.0175,0.1473,0.4867,0.0597,0.1352,0.1179, 0.5495,0.1115,0.1735,0.1735,0.5827,0.1667,0.2024 ,0.2024,0.1970, 0.0985,14.3715,10.3940,161,0.16637177046623886,52.67377721162724,15.630315023410722,14.522794848690392,15.540648218357678,14.058315956197102,0.1681985442510534,10.195761287059852,0.895484857678583,0.2757913327226401,1
1.7700,40.00,0,1.3524,64.5738,0.9517,0.1049,0.1049, 0.09,0.2138,-0.0168,0.1440,0.4854,0.0584,0.1273,0.1119, 0.5389,0.1009,0.1663,0.1663,0.5732,0.1572,0.1930 ,0.1930,0.1970, 0.0985,14.4878,10.3376,185,1.2031866240753009,52.83647341263178,16.053923453560838,14.640407193578074,15.5913423805758,14.244983029350715,-0.6978082690954943,10.193986860780472,0.898033741511692,0.2600629686977355,1
1.7700,40.00,0,1.4999,44.0829,0.8533,0.3841,0.3841, 0.26,0.1980,-0.0010,0.1693,0.5431,0.1161,0.3187,0.1809, 0.7841,0.3461,0.2168,0.2168,0.8948,0.4788,0.1822 ,0.1822,0.1970, 0.0985,12.8040,14.5558,26,0.5245748139992824,62.822414273831,22.042103510879425,16.48282920524818,26.750695395138777,23.540986267362552,-17.642900916625177,14.179055672657684,0.5231983475108455,0.42033141207788227,2
1.7700,40.00,0,1.6264,46.1819,1.0902,0.2097,0.2097, 0.12,0.1566,0.0404,0.1261,0.5450,0.1180,0.2381,0.1591, 0.7095,0.2715,0.2062,0.2062,0.7746,0.3586,0.2265 ,0.2265,0.1970, 0.0985,16.0384,13.1899,58,-1.5692997557898023,66.1948220726868,24.89591627850549,18.734176739962038,23.563436511362525,22.00252369115006,-6.73458652309377,19.521093651795006,0.7348415254724295,0.41883656025871974,2
1.7700,40.00,0,1.7387,55.3503,1.0933,0.1853,0.1853, 0.11,0.1550,0.0420,0.1117,0.5502,0.1232,0.1993,0.1386, 0.6688,0.2308,0.1931,0.1931,0.7253,0.3093,0.2141 ,0.2141,0.1970, 0.0985,17.9272,13.5597,75,-1.856997197661441,68.47504840575647,28.093289777384456,19.002646852972834,21.89704447086923,19.549777885806588,-2.5262774780095,20.119611201448016,0.796194899732836,0.3708489839877248,2
1.7700,40.00,0,1.6723,50.7818,1.1177,0.1513,0.1513, 0.09,0.1564,0.0406,0.0953,0.5493,0.1223,0.1745,0.1251, 0.6464,0.2084,0.1785,0.1785,0.6875,0.2715,0.2061 ,0.2061,0.1970, 0.0985,17.7064,13.0697,111,-1.1659701918759031,68.28805669733019,26.625970073604005,18.870620414605618,21.373681821139893,18.767474657117827,-5.021989730978089,18.96124152873133,0.8501131047477762,0.34240605689617526,2
1.7700,40.00,0,1.7011,50.0661,1.1171,0.1421,0.1421, 0.09,0.1496,0.0474,0.0879,0.5494,0.1224,0.1575,0.1149, 0.6290,0.1910,0.1683,0.1683,0.6657,0.2497,0.1943 ,0.1943,0.1970, 0.0985,18.1744,12.6529,142,-5.702363108511303,68.94066629980954,26.846898922296635,18.107706128170793,21.698186137076707,18.480895641689788,-3.3314657909084833,18.646605399300732,0.8728693278719016,0.3154201422644691,2
1.7700,40.00,0,1.7592,54.0978,1.1158,0.1352,0.1352, 0.08,0.1494,0.0476,0.0834,0.5500,0.1230,0.1449,0.1069, 0.6197,0.1817,0.1577,0.1577,0.6482,0.2322,0.1854 ,0.1854,0.1970, 0.0985,18.8837,12.8680,160,-8.429359269528339,69.37092180719426,26.39241437352976,18.42092815112512,22.5377582659294,18.652602305465784,-1.8421954328772376,18.774193051905975,0.8984985637621971,0.2964931544602175,2
1.8100,45.00,0,1.4654,43.0684,0.8533,0.3841,0.3841, 0.29,0.1980,-0.0000,0.1693,0.5431,0.1051,0.3187,0.1845, 0.7841,0.3531,0.2168,0.2168,0.8948,0.4498,0.1822 ,0.1822,0.1980, 0.0990,12.8040,14.5558,26,0.5245748139992824,62.822414273831,22.042103510879425,16.48282920524818,26.750695395138777,23.540986267362552,-17.642900916625177,14.179055672657684,0.5231983475108455,0.42033141207788227,2
1.8100,45.00,0,1.5812,44.8985,1.0902,0.2097,0.2097, 0.13,0.1566,0.0414,0.1261,0.5450,0.1070,0.2381,0.1625, 0.7095,0.2785,0.2062,0.2062,0.7746,0.3296,0.2265 ,0.2265,0.1980, 0.0990,16.0384,13.1899,58,-1.5692997557898023,66.1948220726868,24.89591627850549,18.734176739962038,23.563436511362525,22.00252369115006,-6.73458652309377,19.521093651795006,0.7348415254724295,0.41883656025871974,2
1.8100,45.00,0,1.7209,54.7851,1.0933,0.1853,0.1853, 0.12,0.1550,0.0430,0.1117,0.5502,0.1122,0.1993,0.1416, 0.6688,0.2378,0.1931,0.1931,0.7253,0.2803,0.2141 ,0.2141,0.1980, 0.0990,17.9272,13.5597,75,-1.856997197661441,68.47504840575647,28.093289777384456,19.002646852972834,21.89704447086923,19.549777885806588,-2.5262774780095,20.119611201448016,0.796194899732836,0.3708489839877248,2
1.8100,45.00,0,1.6638,50.5240,1.1177,0.1513,0.1513, 0.10,0.1564,0.0416,0.0953,0.5493,0.1113,0.1745,0.1278, 0.6464,0.2154,0.1785,0.1785,0.6875,0.2425,0.2061 ,0.2061,0.1980, 0.0990,17.7064,13.0697,111,-1.1659701918759031,68.28805669733019,26.625970073604005,18.870620414605618,21.373681821139893,18.767474657117827,-5.021989730978089,18.96124152873133,0.8501131047477762,0.34240605689617526,2
1.8100,45.00,0,1.6862,51.5933,1.1172,0.1354,0.1354, 0.09,0.1505,0.0475,0.0889,0.5425,0.1045,0.1591,0.1218, 0.6209,0.1899,0.1742,0.1742,0.6618,0.2168,0.1971 ,0.1971,0.1980, 0.0990,17.9975,12.6036,138,-5.8639274828571715,68.60015803679559,26.330324672940097,18.4270830349457,22.24235890766751,19.01191843166593,-3.679117992809367,18.683872373945093,0.8653543591875495,0.3186616572271027,2
1.8100,45.00,0,1.7428,55.5625,1.1125,0.1333,0.1333, 0.09,0.1488,0.0492,0.0844,0.5458,0.1078,0.1466,0.1126, 0.6098,0.1788,0.1641,0.1641,0.6506,0.2056,0.1845 ,0.1845,0.1980, 0.0990,18.7344,12.8300,155,-7.301602333530929,69.16823030499914,26.167251720383952,18.071482183531508,22.71004820057051,18.890354617146215,-1.9858915274120987,18.986624106019477,0.8755182997895617,0.2951161692871071,2
1.7700,40.00,0,1.4831,43.5878,0.8533,0.3841,0.3841, 0.26,0.1980,-0.0010,0.1693,0.5431,0.1161,0.3187,0.1809, 0.7841,0.3461,0.2168,0.2168,0.8948,0.4788,0.1822 ,0.1822,0.1970, 0.0985,12.8040,14.5558,26,0.5245748139992824,62.822414273831,22.042103510879425,16.48282920524818,26.750695395138777,23.540986267362552,-17.642900916625177,14.179055672657684,0.5231983475108455,0.42033141207788227,2
1.7700,40.00,0,1.5473,43.9357,1.0902,0.2097,0.2097, 0.12,0.1566,0.0404,0.1261,0.5450,0.1180,0.2381,0.1591, 0.7095,0.2715,0.2062,0.2062,0.7746,0.3586,0.2265 ,0.2265,0.1970, 0.0985,16.0384,13.1899,58,-1.5692997557898023,66.1948220726868,24.89591627850549,18.734176739962038,23.563436511362525,22.00252369115006,-6.73458652309377,19.521093651795006,0.7348415254724295,0.41883656025871974,2
1.7700,40.00,0,1.6962,53.9977,1.0933,0.1853,0.1853, 0.11,0.1550,0.0420,0.1117,0.5502,0.1232,0.1993,0.1386, 0.6688,0.2308,0.1931,0.1931,0.7253,0.3093,0.2141 ,0.2141,0.1970, 0.0985,17.9272,13.5597,75,-1.856997197661441,68.47504840575647,28.093289777384456,19.002646852972834,21.89704447086923,19.549777885806588,-2.5262774780095,20.119611201448016,0.796194899732836,0.3708489839877248,2
1.7700,40.00,0,1.6194,49.1762,1.1177,0.1513,0.1513, 0.09,0.1564,0.0406,0.0953,0.5493,0.1223,0.1745,0.1251, 0.6464,0.2084,0.1785,0.1785,0.6875,0.2715,0.2061 ,0.2061,0.1970, 0.0985,17.7064,13.0697,111,-1.1659701918759031,68.28805669733019,26.625970073604005,18.870620414605618,21.373681821139893,18.767474657117827,-5.021989730978089,18.96124152873133,0.8501131047477762,0.34240605689617526,2
1.7700,40.00,0,1.6649,49.0003,1.1171,0.1421,0.1421, 0.09,0.1496,0.0474,0.0879,0.5494,0.1224,0.1575,0.1149, 0.6290,0.1910,0.1683,0.1683,0.6657,0.2497,0.1943 ,0.1943,0.1970, 0.0985,18.1744,12.6529,142,-5.702363108511303,68.94066629980954,26.846898922296635,18.107706128170793,21.698186137076707,18.480895641689788,-3.3314657909084833,18.646605399300732,0.8728693278719016,0.3154201422644691,2
1.7700,40.00,0,1.7165,52.7844,1.1158,0.1352,0.1352, 0.08,0.1494,0.0476,0.0834,0.5500,0.1230,0.1449,0.1069, 0.6197,0.1817,0.1577,0.1577,0.6482,0.2322,0.1854 ,0.1854,0.1970, 0.0985,18.8837,12.8680,160,-8.429359269528339,69.37092180719426,26.39241437352976,18.42092815112512,22.5377582659294,18.652602305465784,-1.8421954328772376,18.774193051905975,0.8984985637621971,0.2964931544602175,2
1.8100,45.00,0,1.4761,43.3846,0.8533,0.3841,0.3841, 0.29,0.1980,-0.0000,0.1693,0.5431,0.1051,0.3187,0.1845, 0.7841,0.3531,0.2168,0.2168,0.8948,0.4498,0.1822 ,0.1822,0.1980, 0.0990,12.8040,14.5558,26,0.5245748139992824,62.822414273831,22.042103510879425,16.48282920524818,26.750695395138777,23.540986267362552,-17.642900916625177,14.179055672657684,0.5231983475108455,0.42033141207788227,2
1.8100,45.00,0,1.6568,47.0452,1.0902,0.2097,0.2097, 0.13,0.1566,0.0414,0.1261,0.5450,0.1070,0.2381,0.1625, 0.7095,0.2785,0.2062,0.2062,0.7746,0.3296,0.2265 ,0.2265,0.1980, 0.0990,16.0384,13.1899,58,-1.5692997557898023,66.1948220726868,24.89591627850549,18.734176739962038,23.563436511362525,22.00252369115006,-6.73458652309377,19.521093651795006,0.7348415254724295,0.41883656025871974,2
1.8100,45.00,0,1.8153,57.7891,1.0933,0.1853,0.1853, 0.12,0.1550,0.0430,0.1117,0.5502,0.1122,0.1993,0.1416, 0.6688,0.2378,0.1931,0.1931,0.7253,0.2803,0.2141 ,0.2141,0.1980, 0.0990,17.9272,13.5597,75,-1.856997197661441,68.47504840575647,28.093289777384456,19.002646852972834,21.89704447086923,19.549777885806588,-2.5262774780095,20.119611201448016,0.796194899732836,0.3708489839877248,2
1.8100,45.00,0,1.7610,53.4751,1.1177,0.1513,0.1513, 0.10,0.1564,0.0416,0.0953,0.5493,0.1113,0.1745,0.1278, 0.6464,0.2154,0.1785,0.1785,0.6875,0.2425,0.2061 ,0.2061,0.1980, 0.0990,17.7064,13.0697,111,-1.1659701918759031,68.28805669733019,26.625970073604005,18.870620414605618,21.373681821139893,18.767474657117827,-5.021989730978089,18.96124152873133,0.8501131047477762,0.34240605689617526,2
1.8100,45.00,0,1.7740,54.2791,1.1172,0.1354,0.1354, 0.09,0.1505,0.0475,0.0889,0.5425,0.1045,0.1591,0.1218, 0.6209,0.1899,0.1742,0.1742,0.6618,0.2168,0.1971 ,0.1971,0.1980, 0.0990,17.9975,12.6036,138,-5.8639274828571715,68.60015803679559,26.330324672940097,18.4270830349457,22.24235890766751,19.01191843166593,-3.679117992809367,18.683872373945093,0.8653543591875495,0.3186616572271027,2
1.8100,45.00,0,1.8311,58.3758,1.1125,0.1333,0.1333, 0.09,0.1488,0.0492,0.0844,0.5458,0.1078,0.1466,0.1126, 0.6098,0.1788,0.1641,0.1641,0.6506,0.2056,0.1845 ,0.1845,0.1980, 0.0990,18.7344,12.8300,155,-7.301602333530929,69.16823030499914,26.167251720383952,18.071482183531508,22.71004820057051,18.890354617146215,-1.9858915274120987,18.986624106019477,0.8755182997895617,0.2951161692871071,2
1.7650,20.00,0,2.0887,59.5137,0.8424,0.3772,0.3772, 0.29,0.1722,0.0028,0.1935,0.5213,0.0763,0.3177,0.2051, 0.7607,0.3307,0.2403,0.2403,0.8910,0.4310,0.1888 ,0.1888,0.1750, 0.0875,19.2522,13.1250,19,6.20071007902594,71.39159104148085,18.183394086332182,17.351520770592497,16.34504618272561,17.947735528722568,-12.520445856643413,10.953019557977122,0.4898760163052973,0.3998590774566229,2
1.7650,20.00,0,1.6505,48.3103,1.0319,0.2515,0.2515, 0.17,0.1247,0.0503,0.1262,0.5241,0.0791,0.2388,0.1778, 0.6783,0.2483,0.2285,0.2285,0.7745,0.3145,0.2281 ,0.2281,0.1750, 0.0875,17.7414,13.3756,55,2.486046881570329,69.79859194047619,17.57141662280537,17.24171009607832,16.331027454322673,15.049113147906503,-3.9604911674335774,14.535973386120919,0.6761634274465469,0.3869770976075538,2
1.7650,20.00,0,1.6482,55.5921,1.0287,0.1975,0.1975, 0.14,0.1181,0.0569,0.1109,0.5252,0.0802,0.1993,0.1551, 0.6402,0.2102,0.2096,0.2096,0.7132,0.2532,0.2243 ,0.2243,0.1750, 0.0875,18.4992,13.5060,75,0.17504747793341083,69.4453286234946,19.23088295705471,18.521412594880516,18.3006859571891,17.426687054832605,-0.5558351477820346,15.065999537975202,0.7672511233092074,0.3604628368272639,2
1.7650,20.00,0,1.5855,50.9638,1.0529,0.1513,0.1513, 0.11,0.1124,0.0626,0.0949,0.5277,0.0827,0.1750,0.1386, 0.6242,0.1942,0.1902,0.1902,0.6728,0.2128,0.2165 ,0.2165,0.1750, 0.0875,18.4004,13.2762,110,-0.17888960393016873,71.41198691755173,20.135326047333614,18.367907973523128,18.33208894405301,17.0327864609354,-3.7147901140609165,15.261597783548783,0.8404786200097516,0.3465357597865117,2
1.7650,20.00,0,1.5174,48.5689,1.0454,0.1295,0.1295, 0.10,0.1083,0.0667,0.0863,0.5208,0.0758,0.1589,0.1305, 0.6084,0.1784,0.1772,0.1772,0.6364,0.1764,0.2137 ,0.2122,0.1750, 0.0875,17.8092,13.5948,146,1.7071543923106465,71.2015470983548,19.923108221945228,18.091201309282994,17.66338054511397,16.756094730311446,-1.394435635824136,15.919029141366133,0.8993438039887234,0.33741079595165774,2
1.7650,20.00,0,1.5499,52.8518,1.0438,0.1240,0.1240, 0.09,0.1078,0.0672,0.0826,0.5188,0.0738,0.1461,0.1217, 0.5906,0.1606,0.1698,0.1698,0.6215,0.1615,0.2013 ,0.2000,0.1750, 0.0875,18.4776,13.6479,162,1.1756629270341692,71.78967638552575,19.96767403467138,18.10446437536129,18.58502846814729,17.66981212368152,-0.4809138925629182,15.908707382930974,0.9011395621925957,0.3106560206568172,2
1.8100,20.00,0,1.6482,46.6741,0.8554,0.3856,0.3856, 0.16,0.2022,-0.0272,0.1683,0.5603,0.2003,0.3223,0.1594, 0.8082,0.4582,0.1954,0.1954,0.8922,0.5222,0.1867 ,0.1867,0.1750, 0.0875,11.5370,14.0223,25,-15.007082415333908,73.31661138103179,20.030820432159754,18.67866818933583,20.69811426012448,17.346425525769547,-15.019004814634,12.43587021372127,0.5801433300362531,0.4806396193343873,2
1.8100,20.00,0,1.6852,47.6183,1.1120,0.3072,0.3072, 0.14,0.1653,0.0097,0.1265,0.5722,0.2122,0.2461,0.1423, 0.7194,0.3694,0.2086,0.2086,0.8055,0.4355,0.1967 ,0.1967,0.1750, 0.0875,15.3814,14.5234,58,-15.250380804348131,66.65778545119885,19.754894353950224,19.020557950324086,23.55004009569047,19.24972406435849,-4.8073213433650315,17.229426196782345,0.689177161370143,0.39902363565103843,2
1.8100,20.00,0,1.7936,56.4814,1.1141,0.2547,0.2547, 0.13,0.1633,0.0117,0.1118,0.5627,0.2027,0.2058,0.1297, 0.6692,0.3192,0.2006,0.2006,0.7452,0.3752,0.1998 ,0.1998,0.1750, 0.0875,17.1746,14.4814,77,-16.35252529813833,68.01312572679323,19.629326712787275,18.37074204218605,24.00286700321277,21.06420881026645,-1.0609627726378177,17.23736778953833,0.7548737050270142,0.3533155994299951,2
1.8100,20.00,0,1.6434,55.8401,1.1021,0.2252,0.2252, 0.14,0.1567,0.0183,0.1044,0.5406,0.1806,0.1912,0.1385, 0.6264,0.2764,0.2015,0.2015,0.6927,0.3227,0.2151 ,0.2103,0.1750, 0.0875,15.7142,14.1215,107,-13.523588147306317,65.03181456707793,19.00322108407758,17.82444831582035,23.16283318468724,19.55156723019665,-1.3103042828158786,16.305201113560223,0.8219827586293688,0.39250135683754717,2
1.8100,20.00,0,1.7616,60.5631,1.0730,0.2256,0.2256, 0.17,0.1591,0.0159,0.0979,0.5543,0.1943,0.1747,0.1256, 0.6263,0.2763,0.1840,0.1840,0.6771,0.3071,0.1998 ,0.1957,0.1750, 0.0875,17.0585,14.6506,125,-14.582581919827536,65.95271871839383,19.401959954253186,17.953642042369204,24.298061298454716,20.123748820343128,-2.542002662932717,16.07915488011408,0.8629232396595429,0.3658849411886141,2
1.8100,20.00,0,1.7029,58.5215,1.1138,0.1971,0.1971, 0.15,0.1541,0.0209,0.0949,0.5421,0.1821,0.1664,0.1272, 0.5924,0.2424,0.1895,0.1895,0.6614,0.2914,0.1889 ,0.1854,0.1750, 0.0875,16.9227,14.0971,156,-9.063183737178262,66.97570570212125,20.264903163535404,17.908451647991498,23.425755552797753,19.92212098888099,-0.7431590957083904,16.173933618600742,0.8356276143558685,0.3426481813857925,2
1.8100,20.00,0,1.7367,63.1181,1.1038,0.1940,0.1940, 0.15,0.1536,0.0214,0.0922,0.5420,0.1820,0.1552,0.1195, 0.5837,0.2337,0.1797,0.1797,0.6487,0.2787,0.1799 ,0.1768,0.1750, 0.0875,17.3117,14.0824,169,-11.373085734030496,67.45501213551034,19.473138640079686,17.72974454263068,22.297763091299004,19.613319048734176,-0.2540104827408855,15.945970111119264,0.8487707311505164,0.32240401746453234,2
