x_20,y_20,z_20,x_15,y_15,z_15,x_14,y_14,z_14,x_13,y_13,z_13,x_12,y_12,z_12,x_5,y_5,z_5,x_4,y_4,z_4,x_3,y_3,z_3,x_1,y_1,z_1,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,Movimento
-0.1450341991354934,-1.96710272140871,1.0577085772446826,-0.23802684768375043,-1.9111944856204555,0.15143819145067075,-0.21916423484155562,-1.8661594826365466,0.5387408706994183,-0.20737011867484687,-1.9687185879071465,0.8412810833053251,-0.015148167016264875,-1.9232450789912086,0.22737923440053665,0.06305512960483031,-1.9780856172628372,1.03783665979858,0.001519618866515997,-1.925242585801742,1.2910898533542599,-0.13404652209276646,-1.8886892338637757,1.3115487163309503,-0.14480526433779603,-1.8110902944777523,1.5241051343294372,0.06428548994688399,-1.9637078973011368,0.8130011300070096,-0.2890722284658062,-1.94115387983785,1.2594952812764497,-0.35739846353262533,-1.9594174118638368,1.0320594403068577,-0.3669477416350778,-1.850608105515748,0.8215415878633482,-0.05260681851346672,-1.7861348653657247,0.7821222116461898,-0.038149848296018564,-1.526961125268609,0.47096971415840416,0.0
-0.10625578354423244,0.30618616942471516,1.1444068637986977,-0.03821353358451537,0.3445924196469908,0.16145002283155918,-0.06715463910465284,0.2978924033862616,0.5309431254863739,-0.05339691285432006,0.3060055375972297,0.8917582221329212,-0.13608674952896158,0.3536653855505089,0.16228693909943104,-0.22706485235054666,0.36950612418392365,1.11304871737957,-0.2042564647757293,0.3226689506166925,1.3868763049443562,-0.11213886609766632,0.2675327811254344,1.4480377536577482,-0.1286108655234178,0.21212295206108442,1.7207098808139563,-0.25715688926478225,0.3524972243394586,0.8759712694833676,-0.011592552344761012,0.27085589480702765,1.3920507952570915,0.02588983648456633,0.2819613253620143,1.1295753475278616,0.024380827012161415,0.24727297430702797,0.9146210129062334,-0.15238092775689438,0.32172852733250085,0.879215640326341,-0.1504424759017032,0.30295161937829107,0.5194900759185354,0.0
-0.06955434100807838,-1.4361275376154568,1.1411822955563384,-0.12201108122771641,-1.4440370719651427,0.15815058245130306,-0.10910649907353492,-1.4062228259138483,0.5307019063324299,-0.12401869756011467,-1.4234895350121595,0.8892268870236739,-0.029649348072883375,-1.469776691974334,0.16650065150603932,0.07011939349742431,-1.4973205798569154,1.1096396260666397,0.04591191646023566,-1.4609711927730802,1.3855795140536327,-0.05558775164910294,-1.4084779588365048,1.4525380116307511,-0.03833659577187819,-1.351902341426192,1.6995188618816857,0.08643260992676863,-1.4685466173456385,0.8754645192398215,-0.1750665736397869,-1.407509585947923,1.3794340643118013,-0.2278884101290045,-1.421556522753441,1.1254102638307608,-0.23657077230086973,-1.356671707388365,0.8968802566798229,-0.016947144017563604,-1.4317597356132883,0.8696705490913031,-0.023519345464729616,-1.3744723914226271,0.5003097653388977,0.0
-0.1368413720020028,-1.849240250538948,1.141152398530827,-0.20790830462477927,-1.8501104119905205,0.15885125022641447,-0.225966889671115,-1.8050788407062375,0.5225906541874242,-0.21563373852607814,-1.8569253096573575,0.8894284741823063,-0.05189628743155058,-1.8336399275982795,0.1615104064518629,0.09303083967114258,-1.8643547398752944,1.13631225186725,0.019108787653791762,-1.8487311858077382,1.3798958839372146,-0.12680115892963353,-1.8152427711459094,1.460401672263478,-0.11823856272886313,-1.7334489898626195,1.699177518660246,0.0778640198391364,-1.7732131806916969,0.891660095647324,-0.27892774222202077,-1.8498939301731974,1.385797520016515,-0.3405332021241964,-1.877321914704733,1.1257410486077153,-0.35920897975217464,-1.7842228230641246,0.899042313875154,-0.06560073069805755,-1.8509956065478712,0.887241568676261,-0.054790192003481,-1.7581191403685723,0.5145239597836206,0.0
-0.12844440153006603,0.9286900258358614,1.15605550194964,-0.13597534102514203,0.9595904847905959,0.26567536702862493,-0.16820550078733099,0.9620486580893214,0.6558558561919648,-0.1592053316625548,0.9551918685945027,0.8648349346570027,-0.11015766677964065,0.9273215304876183,0.5229671824677491,-0.06795035458146882,0.8879620145868372,1.099011725941558,-0.07935656721554236,0.9027016443073933,1.3052366427433344,-0.13482793321097156,0.8928676675775169,1.1784945257284023,-0.1191491315279294,0.8364693535330855,1.312067785564764,-0.07605962354091951,0.7746116602204073,0.7938168096689531,-0.16336579217121328,0.7435197838162428,1.0598439809716778,-0.16912884329356553,0.6791318347102698,0.8460564951837799,-0.16972121028919462,0.6246697880603649,0.6385022107465768,-0.0782300613872293,0.5402787748255686,0.5974146473554918,-0.07096739762957081,0.46170011128264443,0.3229266048213582,0.0
-0.15272216990871249,-0.5309091413147607,1.1473298320230447,-0.11177922848541781,-0.4736578231150249,0.15270145181215034,-0.08557440354576651,-0.5638045518184608,0.5148465436584545,-0.07043095311382785,-0.5370660184197268,0.8866543904790338,-0.21188614447161835,-0.48932870741019835,0.14347343849685956,-0.3841423622842105,-0.5113516060530015,1.140630695055116,-0.30752984251616133,-0.528521946631372,1.3964682884936064,-0.1470472885752624,-0.5525204963138644,1.4764075346712797,-0.14644143463305706,-0.6227499325144684,1.742727904949548,-0.3857616902381744,-0.6025255758947922,0.8927533963941178,0.010064078466351723,-0.5228783569632555,1.4022958998410207,0.05730326807143975,-0.5076511287183132,1.1384125453121257,0.07256332166352363,-0.5796046497669282,0.8734508021822516,-0.23964678229026073,-0.5296788005386743,0.8856722757501422,-0.2263207272538599,-0.5719496701439878,0.5161209117691472,0.0
-0.11436251891048058,-1.5226475954649672,1.1037805633268494,-0.1952639321486155,-1.5479685155053933,0.1557199077113815,-0.21994919826587042,-1.472891185891585,0.5223126830398173,-0.1979181012813596,-1.5611461348885642,0.865279337634211,-0.04483506764349379,-1.5343248959684717,0.15471703273014745,0.12472261615313482,-1.4944497996644266,1.063346227010091,0.05079196115442808,-1.481007799303726,1.3350611994231956,-0.11036280647892019,-1.457380920905026,1.3969498890033667,-0.11806584404025605,-1.3626858739998948,1.6124947712473248,0.14345914950641547,-1.432868799113709,0.8045476329499397,-0.27080972795037256,-1.5044561491442332,1.3398626144381538,-0.3276158264581708,-1.5301463537835989,1.0610141028528628,-0.3511616170838259,-1.4738233444159445,0.81687897702922,-0.042502222609692726,-1.5523375740031833,0.8586339095364446,-0.04637001174758526,-1.4103272016484127,0.49120630172715674,0.0
-0.12852131258951474,0.8438317632583314,1.140005111694336,-0.1149624063575972,0.8568888448484956,0.21389719420304038,-0.13333421656287797,0.8314091872028394,0.5902302624428108,-0.12974108813118432,0.8448700978331369,0.905102876461532,-0.13143366641581875,0.8606770016406089,0.4060207083183405,-0.14491988505772635,0.8899401976561098,1.0854420784401566,-0.13204990536427405,0.841116374754028,1.397574925259368,-0.13625616064831003,0.8136304918778677,1.2780747174808424,-0.15914360824206922,0.8187262526751585,1.463208901555571,-0.14372242491035275,0.8698592133666962,0.855313047154309,-0.11142029543088315,0.7943420396593067,1.2890550661576938,-0.1178313701234962,0.7697116670849389,1.0218926513031736,-0.11902100018748682,0.7345206026140958,0.7852676020909662,-0.11026673824430686,0.6950096169818346,0.7435241366085941,-0.09762406891390477,0.6065699912046325,0.4111554577742537,0.0
-0.10845936089754105,-1.694673297120564,1.1277366965564328,-0.08227356109914105,-1.634385208418565,0.1630135453236637,-0.052725325717326646,-1.7026532125561984,0.5102388213819532,-0.052831970752953594,-1.6687184465465261,0.8837345900820263,-0.16722386903060016,-1.6568272416271381,0.1769573295961565,-0.280260674266228,-1.747977421577297,1.0780120038274508,-0.2162648993474779,-1.7354805322725382,1.3553001684929007,-0.08255251281575035,-1.7192087329145689,1.425685320327531,-0.03486535115751313,-1.7867754301918086,1.6506090844745067,-0.27220377027154413,-1.8047081385530643,0.8345061380471757,0.023738353360929082,-1.6536262546902272,1.3685554301560814,0.05053339801283915,-1.6348194408772596,1.0873888197229868,0.0762634466666339,-1.6866491232345353,0.8427140641568313,-0.1740521347122406,-1.7019378529555762,0.8727886703476977,-0.17010300834454709,-1.7132970632901832,0.500533781389692,0.0
-0.13919423484658622,-1.9252759688141117,1.056984288864825,-0.20994249084986835,-1.880917277591056,0.150526693113238,-0.2335131301219205,-1.8212954173290945,0.5262121191943985,-0.21716901139322534,-1.9258918294301592,0.8388144517519388,-0.04564196113160396,-1.8545135252110392,0.15017951190112586,0.10287627910196512,-1.9564259527138916,1.0230146560324245,0.018805039064186915,-1.9042732707078915,1.281968111015228,-0.14427292894527136,-1.878539984574519,1.344592370900763,-0.15503186216375914,-1.7878082467422607,1.6121864304485092,0.1089369568115392,-1.8876366126743784,0.7982817697955902,-0.30320521058088323,-1.9039545792704784,1.2694305677011788,-0.36129449864467944,-1.9075699813260012,1.0115864477961896,-0.3781105229653508,-1.8269611584045082,0.7795674711106771,-0.056678014594208764,-1.935439161372831,0.8336061899920544,-0.047805394134196696,-1.8088912615126156,0.5211326426052185,0.0
